nova_id,nova_cluster_id,nova_product_type,nova_category,nova_brand,nova_storage_capacity,nova_memory_type,nova_interface,nova_memory_speed,nova_color,nova_model,nova_processor
nova_636,1180497,['marvell armada'],,,['3 tb'],['ddr3 sdram gigabit ethernet'],['tb'],['ram'],,,
nova_637,1181799,,,,,['ieee 802'],,,,,
nova_638,1182176,['xmp lifetime warranty'],,,,,,"['1866mhz', '5v', 'XMP', 'DDR3 (PC3-14900)']",,,
nova_639,1183531,,,,['2666mhz ram'],['speed'],,"['DDR4 (PC4-21300)', 'Intel XMP 2.0 Memory Profile Dominator Platinum Heatsink Corsair Link Enabled']",['lifetime warranty'],,
nova_640,1186395,"['and below', 'side panel water cooler support full', 'support no psu']",,['atx'],,,,,['White / Red'],['Carbide SPEC-ALPHA'],
nova_641,1187811,['mx silent gaming'],,,,,,,,,
nova_642,1190393,['dc lead acid'],,,,,,,,,
nova_643,1201084,,,,,,,"['Vengeance RGB', '64GB Kit (8 x 8GB)', 'DDR4']",,,
nova_644,1208158,,,['atx'],,['ddr4 sdram'],,['maximum ram'],,,
nova_645,1210176,,,['ipad'],,,['mini 2 ipad mini 3 tablet ipad mini 4'],,['blue fabric'],,
nova_646,1216576,,,,,,,"['3466mhz', 'DDR4 (PC4-27700)', 'XMP 2.0, Anodized Aluminium Heatspreader']",['lifetime warranty'],,
nova_647,1225865,,,,,['ddr4'],,,,,
nova_648,1228607,,,,['24 tb'],['ddr3 sdram serial ata'],,,,,['intel atom d2700 dual core 2 core']
nova_649,1229971,,,['marvell'],['12 tb'],['ddr3 sdram serial ata 600 raid supported'],,['ram'],,,
nova_650,1231592,['stock manufacturer repaired'],,['b'],,['ddr3 2 x usb3'],,,,,['i5 i3 4th gen micro atx']
nova_651,1241764,,,,,,,['166mm'],,,
nova_652,1242610,['usb port s'],,['intel'],['16 tb'],['ddr3 sdram raid supported 0'],['usb 2 0 por'],,,,['atom d2700 dual core 2 core']
nova_653,1245099,['usb port s'],,,,,['usb 3 0 port s'],,,,
nova_654,1259273,,,['marvell'],,['ddr3 sdram serial ata'],,['370800 mhz'],,,
nova_655,1260468,,,['arm'],,['ddr3 sdram serial ata'],,,,,['dual core 2 core']
nova_656,1265077,,,,,['ddr4'],,,,,
nova_657,1275737,,,,,,,,,,['amd radeon vega base graphics cards']
nova_658,1283123,['quad channel'],,['atx'],,['ddr4 3 x pcie 3 0 x16'],,,,,
nova_659,1289747,['desktop'],,,,,,,,,
nova_660,1295646,,,['read'],,,,,,,
nova_661,1298458,,,['marvell armada'],,['ddr3 sdram serial ata'],,,,,['dual core 2 core']
nova_662,1301114,,,['ddr4'],,,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,
nova_663,1302629,['usb port s'],,,,,['usb 2 0 port s'],,['mac'],,
nova_664,1303108,,,['mediatek'],['64 gb'],,,,,,['quad core']
nova_665,1305827,,,,,"['ddr4 sdram', 'ddr4 2400 pc4 19200 1 20 v']",,['2400 mhz'],,,
nova_666,1315029,['usb'],,['type'],,,,,,,
nova_667,1319752,,['lifetime warranty'],,,,,['DDR4 (PC4-17000)'],,,
nova_668,1322141,['warranty'],,,['16 port'],,,,,['sata sas minisas hd pcie 3 0 3'],
nova_669,1324559,,['slots'],['stack'],,,,,,,
nova_670,1324644,['warranty'],,['ddr4'],,['cl17'],,['2400mhz'],,,
nova_671,1326292,['blue led 1200rpm'],,,,,,,,,
nova_672,1327814,,,['ipad'],,,['mini 2 ipad mini 3 tablet ipad'],,,,
nova_673,1332112,,,['usb'],,,,,,,
nova_674,1346410,,,,,,,['2400mhz'],['lifetime warranty'],,
nova_675,1347889,['sli crossfirex'],,['ryzen a'],,['ddr4 3 x usb 3'],['series athlon 7th gen atx'],,,,
nova_676,1360395,"['gpu', 'support silent no psu']",,,,,,,['Black'],['Carbide 600Q'],
nova_677,1361249,,,['intel'],,['ddr3 sdram serial ata'],,,,,
nova_678,1364898,,,,['128 gb'],['ddr3l sdram ram'],,,,,['i5 5200u dual core 2 core']
nova_679,1366599,,,['sockets supported'],,,,,,,
nova_680,1381437,,,['pci'],,,,,,,
nova_681,1385016,,,,['120 v dc'],,,,,,
nova_682,1391917,['and below'],,['atx'],,,,,,,
nova_683,1392510,,,['hdmi'],,,,,,,
nova_684,1400150,,,,,,,,,['Non-Modular'],
nova_685,1403793,,,['size'],,,,,"['Red, White Or Blue']",,
nova_686,1409424,,,['intel'],['32 gb'],['hd graphics 400 lpddr3'],,,,,
nova_687,1428338,,,,['52 x rj 45 4 x expansion slots 10 100 1000base t'],,,,,,
nova_688,1428819,,,['intel'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,
nova_689,1432408,,,,,,,['3333mhz'],,,
nova_690,1437111,['spill'],,['sealed lead acid'],,,,,,,
nova_691,1440575,,,,,['ddr4'],,,,,
nova_692,1446339,['warranty'],,,,['cl17'],,"['2400mhz', 'DDR4 (PC4-19200)']",,,
nova_693,1451526,,,['2serial'],,,,,,,
nova_694,1459066,,,,['72 tb'],['ddr3 sdram serial ata'],,,,,['intel xeon']
nova_695,1487088,,,,,,,,,,
nova_696,1490340,,,,['24 tb'],['ddr3 sdram serial ata'],,,,,['d2700 dual core 2 core']
nova_697,1507523,"['stock manufacturer repaired', 'stock manufacturer repaired']",,"['b', 'b']",,"['ddr4 4 x usb3', 'ddr4 4 x usb3']",,,,,"['i5 i3 6th gen mini itx', 'i5 i3 6th gen mini itx']"
nova_698,1516111,['radiator mount'],,,['120mm'],,,,,['Kuhler H600 Pro'],
nova_699,1517935,['processor warranty'],['unusued'],['box'],,['Dual channel DDR3 800/1066/1333/1600MHz/1866MHz'],,['4.1GHz'],,,"['amd radeontm r7 series graphics quad core technology', 'A10-7890k']"
nova_700,1524730,['nickel deisgn full cover'],,['plexi'],,,,,,,
nova_701,1532468,,,['i7'],,['ddr4 6 x usb3'],,,,,['i5 i3 6th gen atx']
nova_702,1532493,['warranty'],,,,,,,,,
nova_703,1538583,['tx 1000base t'],,,['28 x rj 45 4 x expansion slots'],,,,,,
nova_704,1550189,['desktop lifetime limited warranty'],,,,,,,,,
nova_705,1554998,,,"['eps', 'Corsair']",,,,,,['AX760'],
nova_706,1557440,,,,,,['usb 2 x dvi d video 1u rack'],,,,
nova_707,1569442,,,,['ddr4 3200mhz'],,,"['XMP 2.0, Anodized Aluminium Heatspreader', 'DDR4 (PC4-25600)']",,,
nova_708,1575061,['marvell armada'],,,,['ddr3 sdram raid supported 0'],,,,,
nova_709,1576716,,,['quad core technology'],,['ddr4'],['10MB'],"['2400 mhz', 'Yes', 'DDR4 – 1600/1866/2133/2400', '3.7GHz']",,,['Xeon E5 1630 V4']
nova_710,1587449,['and below'],,,,,,,['Black'],['VSK3000-U3'],
nova_711,1596635,['95w am4'],,,,,,['3.60GHz'],,,['Amd Ryzen™']
nova_712,1606853,,,,,,,,,,
nova_713,1610428,"['and below 7', 'watercooling support']",,['atx'],,,,,,,
nova_714,1619715,,,['sockets'],,,,,,,
nova_715,1628949,,,['uhp'],,,,,,['4500 hour 6000 hour economy mode'],
nova_716,1637749,,,,,,['ac 600 1734mbps'],,['external antenn'],,
nova_717,1641184,,,,,,,"['2400mhz', 'XMP 2.0, Vengeance LPX Heatsink', 'DDR4 (PC4-19200)']",,,
nova_718,1659979,['full cover waterblock'],['multiple'],['high performance'],,,,,,,['amd radeon vega based graphics cards']
nova_719,1663183,,,,,['ddr4'],,,,,['6600']
nova_720,1677342,['bronze semi modular 5 year warranty'],,['plus'],,,,,,,
nova_721,1680613,['psu support for pcie'],,,,,,,['vga cards'],,
nova_722,1686655,,,['intel'],['32 gb'],['hd graphics 400 lpddr3'],,,,,
nova_723,1693725,,,,['24 x rj 45'],,['24 x rj 11'],,,,
nova_724,1704368,,,['intel'],,['ddr3 sdram serial ata 600 raid supported 0'],,,,,
nova_725,1706463,,,['neoprene'],,,,,,,
nova_726,1718326,,['lifetime warranty'],['1600mhz ram'],,['vdimm'],,['DDR3 (PC3-12800)'],,,
nova_727,1720105,"['theme design', 'atx water']",,['nvidia'],,,,,,,
nova_728,1729262,['memory 3 year warranty'],,,,,,,,,
nova_729,1732426,,,['intel'],['32 gb'],"['ddr3l sdram', 'hd graphics 400', 'ddr3l sdram']",,,,,
nova_730,1738437,,,['marvell armada'],,['ddr3 sdram serial ata 600 raid supported'],,['ram'],,,
nova_731,1749588,,,['marvell armada'],['8 tb'],['ddr3 sdram serial ata 600 raid supported'],['tb'],['ram'],,,
nova_732,1759448,['flash memory'],,['intel'],['32 gb'],,,,,,
nova_733,1761585,,,,,,,['DDR3 (PC3-12800)'],,,
nova_734,1762924,,,['intel'],['32 gb'],['hd graphics 400 lpddr3'],,,,,
nova_735,1766001,,,['marvell'],,['ddr3 sdram serial ata'],,['370800 mhz'],,,
nova_736,1769010,,,,,,,,,['C40'],
nova_737,1769506,,,['intel'],['32 gb'],['hd graphics 400 lpddr3 chrome'],,,,['1366 x 768'],
nova_738,1803960,['warranty'],,['dpfp'],,,,,,,['gflops spfp']
nova_739,1806916,,,['intel'],['256 gb'],"['hd graphics 5500', 'ddr3l sdram']",['windows 7'],,,,['core i7 i7 5500u dual core 2 core']
nova_740,1942389,,,,,['ddr4 2 x usb3'],,,,,
nova_741,1962070,,,,,,,,,,
nova_742,2598769,,,,,['ddr4 2 x usb3'],,,,,
nova_743,2950439,,,,['802 11 a'],,"['wan port', '2 x usb port internal antennas']",,,,
nova_744,3021110,['support desktop'],['screen'],['up to'],,,,,,,
nova_745,3302218,,,['i7'],,['ddr4 6x'],"['usb 2', '8x usb 3 0']",,,,['i5 i3 7th gen e atx']
nova_746,3795671,,,,,['ddr4 2 x usb3'],,,,,['i5 i3 6th gen atx']
nova_747,3951479,['quad channel'],,['atx'],,['ddr4 4 x pcie 3 0 x16'],,,,,
nova_748,4023100,,,['usb'],,,['usb type mini b'],,,,
nova_749,4027224,,"['memory', 'avivo hd']",['750mhz'],,['gddr5'],"['HDMI 1080P', '128bit']",['3200mhz'],,,
nova_750,4591230,['Hard drive - internal'],,,['2tb'],,,,,,
nova_751,5217652,['stock manufacturer repaired'],,['b'],,['ddr4 2 x usb3'],,,,,['i5 i3 7th gen atx']
nova_752,5485435,,,['experience'],,,,,,,
nova_753,5506063,,,,,,,,,,
nova_754,5506067,,,,,,,,,,
nova_755,5506078,['wireless'],,,,['1900 mbit'],,,,,
nova_756,5506122,['desktop'],,,,,['x network port 1 x broadband port'],,,,
nova_757,5506125,,,['2 48'],,,"['x external 3200 mbit s', 'x network port 1 x broadband port usb gigabi']",,,,
nova_758,5625105,,,['amd'],,['gigabyte 970a'],,['1600mhz'],,,
nova_759,5811402,['internal storage'],,['1024x600'],,,,,,,
nova_760,5811421,['internal storage'],,['2048x1536'],['16gb'],,,,,,
nova_761,5882472,['optical fibe'],,,,,,,,,
nova_762,5882486,,['modular'],['network'],,,,,,,
nova_763,6527060,['usb'],,['bit color'],,,,,,,
nova_764,6527484,['wireless transmission'],,['ism band'],,,,,,,
nova_765,6550426,['Hard drive - internal'],,,,,['Serial ATA II'],['128mb'],,,
nova_766,6568001,['Hard drive - internal'],,,['3tb'],,,,,,
nova_767,7433812,,,['1354mhz'],,,,,,,
nova_768,7880511,,,,['3840 x 2160 8ms dp'],,['hdmi 4 x usb 3 0 downstream 1 x usb upstream'],,,,
nova_769,8118094,['a4'],,['lga'],,,['lga1366 lga1156 lga1155'],,,['C400'],
nova_770,8118095,,,,,,,,,['A30'],
nova_771,8224126,,,,,,,,['Emperor Blue'],,
nova_772,8224353,,,,,,,,['Smokey'],,
nova_773,8224408,,,['size'],,,,,['Emperor Blue'],,
nova_774,8390725,['microatx atx'],,"['motherboard', 'Antec']",,,,,,"['support mini itx', 'P280']",
nova_775,8685017,"['support mini itx', 'microatx atx drive bays']",,"['motherboard', 'be quiet!']",,,,,,['600 Silver Windowed'],
nova_776,9066417,"['ergonomic palm', 'rest convex silicon keys l key shoots', 'modes armor boot durable metal x glide']",,['doublesecure water resistant keyboard'],,,,,,,
nova_777,9341363,['stock manufacturer repaired'],,,,['ddr4 4 x usb3 8 x usb2 4 x sata3 1 x pcie x16 2 x pcie x1'],,,,,['i5 i3 6th gen micro atx']
nova_778,10581601,,,['usb wireless'],,,"['usb wireless', 'wheel qwerty']",,['computer'],,
nova_779,10581602,"['uk keyboard', 'usb port s']",,,,,,,,,
nova_780,10581616,['usb port s'],,['dvd'],,,,,,['intel hd graphics 630 graphics hdmi'],
nova_781,10581617,['usb port s'],,['intel'],,,,,,,
nova_782,10581618,,,['intel'],,,,,,,
nova_783,10581619,['usb port s'],,['dvd'],,,,,,['intel hd graphics 630 graphics hdmi 10 x total'],
nova_784,10581622,['usb port s'],,['intel'],,,,,,,
nova_785,10581624,"['keyboard', 'usb port s']",['swiss'],['dvd'],,,,,,['intel hd graphics 630 graphics'],
nova_786,10581627,['usb port s'],,,,,,,,,
nova_787,10581844,['computer notebook touch scroll'],,['bluetooth'],,,,,,['1000 dpi'],
nova_788,10581869,,,['2 x network rj 45'],,,['24 x sfp slots 2 x sfp'],,,,
nova_789,10581884,['usb port s'],,['intel'],,,,,,,
nova_790,10581885,['usb port s'],,['dvd'],,,,,,['intel hd graphics 630 graphics hdmi 8 x total'],
nova_791,10581886,,,['intel'],['16 gb'],,,,,['1366 x 768'],
nova_792,10581895,,,['intel'],['32 gb'],,,,,['1366 x 768'],['celeron 3855u dual core 2 core']
nova_793,10581919,,,['intel'],['128 gb'],['ddr4 sdram'],,,,,
nova_794,10581925,['uk compatible with'],['server volume'],['usb interface'],,,,,,,
nova_795,11211496,['stock manufacturer refurbished'],,,,['ddr4 14 x usb3'],['series athlon 7th gen atx'],,,,
nova_796,11696174,['led backlit'],,['1920 x 1200'],,,['m2 brightness 8ms'],,,,
nova_797,12130845,,,['fastest'],['20 - 70 C'],,['transfer rate'],,,,
nova_798,12362782,['modular design'],,['unmatched'],,,,,,,
nova_799,12362810,['plexi design fits'],,['copper'],,,,,,,
nova_800,12577267,['ddr4'],,['micro atx'],,,,,,,
nova_801,12959468,,,['cores'],,,,,,,
nova_802,13166625,,,,,['ddr4 4 x usb3'],,,,,['i5 i3 6th gen micro atx']
nova_803,13166678,,,,,['ddr4 4 x usb3'],,,,,['i5 i3 6th gen micro atx']
nova_804,13227602,['seek time'],['average'],,['500gb'],,,,,['sata interface'],
nova_805,13742704,,,['sockets'],,,,,,,
nova_806,13825393,,,['usb'],,,,,['external'],['867 mbit s'],
nova_807,13825435,,,['pci express'],,,,,,,
nova_808,13825474,,,['usb'],,,,,,,
nova_809,14368288,"['coverage leather design', 'film stand keyboard stand']",,['full'],,,,,,,
nova_810,14512172,['stock item warranty'],,['b'],,,['series athlon 7th gen matx ddr4 2 x usb 3'],,,,
nova_811,14795705,,,['i7'],,['ddr4 6 x usb3'],,,,,['i5 i3 7th gen micro atx']
nova_812,15067353,,,,,,,,,,
nova_813,15549395,,,,['120mm'],['18 leds'],,,,,
nova_814,15742478,,,['optimized'],['10tb'],,"['do more with', 'multi user technology']",,,,
nova_815,15798489,['lightning computer notebook touch scroll'],,['bluetooth'],,,,,,,
nova_816,15798977,['bluetooth'],,['mac'],,,,,,,
nova_817,15799898,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_818,15799911,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_819,15799912,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_820,15799913,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_821,15799915,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_822,15799917,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_823,15799919,"['sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_824,15799921,"['sensor accelerometer barometer', 'front cam']",,,,,,,['ambient'],,
nova_825,15799923,"['sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_826,15799924,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_827,15799925,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_828,15799937,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_829,15799938,,,['lightning interface'],,,,,,,
nova_830,15799939,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_831,15799940,['sensor accelerometer barometer'],,,,,,,['ambient'],,
nova_832,15799941,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_833,15799943,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,['cdma2000'],['rose gold']
nova_834,15799945,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,['cdma2000'],
nova_835,15799951,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_836,15799952,['sensor accelerometer barometer'],,,,,,,['ambient'],,
nova_837,15799953,"['lightning digital compass gyro', 'sensor accelerometer barometer', 'front cam']",,['wireless'],,,,,['ambient'],,
nova_838,15799957,['sensor accelerometer barometer'],,,,,,,['ambient'],,
nova_839,15799958,"['lightning digital compass gyro', 'sensor accelerometer barometer']",,['wireless'],,,,,['ambient'],,
nova_840,15799963,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,,['rose gold']
nova_841,15799964,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,,
nova_842,15799965,['silver'],,['apple'],,,['ios 9 2048 x 1536 retina display'],,,,
nova_843,15799966,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,['cdma2000'],
nova_844,15799967,['silver'],,['apple'],,,['ios 9 2048 x 1536 retina display'],,,['cdma2000'],
nova_845,15799969,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,['cdma2000'],['rose gold']
nova_846,15799973,['sensor acceler'],,,,,,,,,
nova_847,15799975,['apple'],,,['2 gb'],,['ios 9 2048 x 1536 retina'],,,,
nova_848,15799988,['sensor acceler'],,,,,,,,,
nova_849,15799989,['retina display'],,['apple'],"['4 gb', '256 gb']",,"['ios 9', '2732 x 2048']",,,,
nova_850,15799990,"['graphics lightning digital compass gyro', 'sensor']",,['4'],,,,,,,
nova_851,15799991,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_852,15799992,['sensor accelerometer barometer'],,['apple'],,,,,,,
nova_853,15799996,,,['apple'],['128 gb'],,['ios 9 2048 x 1536 retina display'],,,,['rose gold']
nova_854,15799997,,,,,,,,,,
nova_855,15799998,,,['apple'],,,['ios 9 2048 x 1536 retina'],,,,
nova_856,15799999,['sensor acceler'],,,,,,,,,
nova_857,15800008,,['apple'],,,,,,,,
nova_858,15800009,['apple'],,,['2 gb'],,['ios 9 2048 x 1536 retina'],,,,
nova_859,15800010,,,['apple'],,,['ios 9 2048 x 1536 retina display'],,,,['space gray']
nova_860,15800012,,,['apple'],,,['ios 9 2048 x 1536 retina'],,,,
nova_861,15800016,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_862,15800017,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_863,15800018,['sensor accelerometer barometer'],,['wireless'],,,,,['ambient'],,
nova_864,16085910,,,,,['ddr3 6 x usb3'],,,,,['i5 i3 4th gen micro atx']
nova_865,16309848,,,['i7'],,['ddr4 10 x usb3'],,,,,['i5 i3 7th gen atx']
